placa,ano,cor,modelo,marca,valor
OSR4801,2000,BRANCO,standart,fiat,145915.87
TOY9703,2003,BRANCO,luxo,cherry,192565.82
SZL0448,1993,AMARELO,luxo,fiat,129074.20
RMH9031,2024,AMARELO,off road,gm,144520.91
YDF7385,2012,LARANJA,off road,vw,146700.56
YYW4586,2011,BRANCO,standart,vw,136212.78
XRD4532,2000,VERMELHO,standart,ford,89767.45
EZJ1376,1998,BRANCO,off road,gm,154561.97
MHN2623,1993,BRANCO,off road,gwm,197603.62
TAH0494,1999,AMARELO,luxo,ford,236003.98
TVS2713,1992,VERMELHO,standart,vw,96680.02
KMT2990,1995,LARANJA,off road,cherry,174950.93
BHC5112,1993,PRETO,luxo,gwm,208687.76
PKO9554,2019,PRETO,standart,cherry,98629.20
YAK2090,2010,LARANJA,luxo,fiat,133078.50
BVE9106,2011,AMARELO,luxo,gm,194666.53
AII4826,2011,VERDE,standart,cherry,136314.75
LRG3205,2011,PRETO,standart,ford,128854.65
POL2569,2014,BRANCO,luxo,gm,147774.60
BUV6221,2015,LARANJA,standart,gwm,146773.63
ITD7436,2006,BRANCO,standart,fiat,71823.90
HME8940,1998,VERDE,luxo,vw,214070.95
BEN1525,2020,AZUL,off road,cherry,206571.52
EDU3891,1991,VERDE,standart,cherry,85318.13
SDG6026,2021,AMARELO,luxo,cherry,222574.49
TGG7514,2012,BRANCO,standart,fiat,115470.58
JHV0595,2015,VERDE,standart,gwm,90908.03
XNF3194,1997,BRANCO,standart,ford,114103.77
LUR7216,2024,BRANCO,standart,gm,109310.90
DDL1879,1993,VERMELHO,off road,vw,192356.42
LAZ3351,1994,PRETO,luxo,ford,245077.44
BEI4554,2019,AMARELO,standart,vw,118839.04
XTN5244,2013,BRANCO,off road,cherry,182905.67
GBQ4636,2012,PRETO,off road,cherry,176199.09
EFA8809,2018,LARANJA,off road,ford,186699.12
YEL5069,1996,PRETO,standart,cherry,99616.91
NMP8286,1996,VERDE,luxo,fiat,202676.42
TTZ0818,1995,VERMELHO,luxo,gm,234459.77
MRE7571,2005,AZUL,luxo,gm,141494.98
OGY2606,1991,AMARELO,luxo,vw,167439.47
PLR5976,2023,LARANJA,standart,ford,90742.37
PAJ3256,2021,BRANCO,off road,gm,147127.98
AIE0254,1993,PRETO,luxo,fiat,124893.89
RER0203,2014,AMARELO,luxo,ford,199420.68
LOW6368,2014,VERMELHO,standart,cherry,75524.94
OSE5995,2011,PRETO,off road,fiat,146664.69
NSY2106,2021,AMARELO,off road,gm,148868.51
FVY6116,2020,AZUL,off road,ford,133226.30
PEC6139,2015,VERDE,standart,cherry,125549.47
ATI1693,2021,LARANJA,off road,ford,131543.24
OJT6373,2018,PRETO,luxo,cherry,168926.77
VCU7499,2014,BRANCO,off road,gm,128350.64
JKI8673,2014,BRANCO,luxo,ford,198293.12
JQZ6577,2003,VERDE,luxo,gm,196931.06
TGR8081,1995,PRETO,off road,vw,136627.92
KCS8291,2021,PRETO,off road,gm,141677.55
RJH7021,2011,AZUL,off road,fiat,139023.55
HYX6315,2020,VERMELHO,off road,fiat,139379.24
ICV6816,2001,PRETO,standart,cherry,123400.07
KAF5747,2002,PRETO,off road,vw,174740.18
QBD5308,2006,PRETO,luxo,fiat,231954.26
LNQ4626,1996,PRETO,standart,vw,127151.43
TEV4232,2015,VERMELHO,off road,vw,207499.88
YEV2082,2004,VERMELHO,luxo,cherry,155102.34
OKW7147,2005,VERMELHO,luxo,vw,227161.14
KXD3631,2019,AMARELO,luxo,ford,130063.25
AQD3201,2015,AMARELO,standart,vw,118502.36
WDY4123,1994,PRETO,off road,gwm,145754.64
VDD4507,2018,VERDE,standart,gm,77057.06
YWQ1260,2016,LARANJA,off road,fiat,150088.36
BFU4308,1998,VERMELHO,standart,cherry,119825.05
QDU7784,2018,LARANJA,off road,fiat,199616.01
KHI9566,2020,BRANCO,luxo,vw,249889.60
DLU1575,1999,LARANJA,off road,fiat,191249.74
ZOU3979,2007,VERDE,luxo,ford,163274.31
BBV8824,2014,LARANJA,off road,gwm,158944.22
SBL0408,2025,AMARELO,standart,cherry,128824.74
YIC3951,2014,LARANJA,luxo,gwm,231760.42
QJO3301,2005,VERMELHO,standart,vw,96862.76
CWI3258,2001,BRANCO,luxo,ford,217631.51
WIM1793,2015,VERMELHO,luxo,gm,138560.69
WCQ0980,1999,AZUL,luxo,gm,143976.82
WJL9409,1991,VERDE,luxo,ford,213157.13
WWM8368,1999,VERDE,luxo,ford,154988.52
PAZ1551,2018,VERMELHO,off road,gwm,199773.74
BXD4504,2015,AMARELO,standart,vw,98577.07
EXR9024,2011,VERDE,off road,ford,137744.88
WVK9087,2004,VERDE,luxo,vw,193500.22
JVD2654,2023,AMARELO,luxo,cherry,156795.13
WQZ6450,2024,PRETO,off road,vw,165997.00
BNB6437,2016,BRANCO,luxo,ford,162367.94
MMQ8828,2001,AZUL,off road,gwm,106303.92
FBB5225,2003,PRETO,standart,gm,140379.92
LDV8247,2020,AMARELO,standart,fiat,134109.91
PHJ5061,2001,VERDE,luxo,fiat,135332.39
NVE3886,2023,VERDE,off road,gwm,190163.76
YHY3296,2016,VERDE,standart,gwm,74495.73
RMW5712,2003,VERMELHO,off road,fiat,99112.50
AAI7017,1992,VERDE,off road,gwm,194605.40
GFQ2384,2017,LARANJA,standart,ford,86163.24
IXX0641,2010,AZUL,luxo,ford,250879.03
XZU2265,2008,AZUL,luxo,fiat,135728.68
RPI8712,1996,PRETO,luxo,fiat,124785.83
EQR9182,1994,VERDE,standart,gm,126326.86
OZT9265,2007,AZUL,off road,vw,118125.86
AAZ8589,1992,AZUL,luxo,gwm,187224.79
HOA6079,1994,LARANJA,standart,gm,98734.83
IHP7860,2023,VERDE,luxo,gwm,226148.81
GJO5602,2020,AZUL,luxo,ford,128483.43
RQJ9629,2013,AMARELO,off road,fiat,204615.26
ULW5564,1997,BRANCO,luxo,cherry,173785.64
XDJ4564,2021,AMARELO,off road,gm,202447.38
YTS2044,1993,AMARELO,off road,gwm,150851.64
YXH8248,1996,PRETO,off road,cherry,112693.04
BCU3564,1997,BRANCO,off road,gm,164523.97
GIW6542,2017,PRETO,standart,fiat,91447.88
UVL0902,2004,PRETO,luxo,vw,130195.60
SJP9969,2007,VERMELHO,standart,cherry,137522.29
FOB8690,2007,BRANCO,luxo,cherry,120051.24
GKV6360,1993,LARANJA,off road,cherry,173595.74
NUR6763,2005,VERMELHO,off road,gwm,186476.32
ETQ8526,1999,AZUL,off road,cherry,161258.53
WCM3952,1995,LARANJA,standart,gm,131080.29
OIQ1061,2021,PRETO,off road,vw,183979.00
FGD6264,2003,VERMELHO,standart,fiat,138012.89
VNW0005,2014,VERDE,off road,fiat,202753.04
ZDO0557,2007,VERMELHO,luxo,cherry,184791.90
GBR0335,1999,BRANCO,luxo,fiat,217900.49
YSX8185,1993,PRETO,standart,vw,144046.26
MLJ5711,2014,AMARELO,luxo,cherry,245210.26
FBI4143,2002,BRANCO,standart,gm,144658.61
IOT2479,2022,BRANCO,standart,fiat,112495.80
PCQ0769,1994,LARANJA,standart,ford,101129.23
LYN3255,1992,LARANJA,off road,fiat,192045.50
WTD0272,2019,BRANCO,standart,fiat,96945.52
AZQ5264,1992,VERMELHO,luxo,fiat,220264.34
HGE6209,2025,LARANJA,standart,gwm,144925.75
YVL2713,2021,VERMELHO,luxo,gwm,157618.18
TAZ3163,2009,LARANJA,standart,fiat,73510.59
VGR7874,2019,AMARELO,off road,fiat,174086.06
UOV0973,2001,LARANJA,standart,ford,109326.95
ZBG8005,2024,VERMELHO,off road,gwm,197538.88
QCB4061,2013,BRANCO,off road,vw,115530.01
HWQ1714,1994,AMARELO,luxo,cherry,174504.04
LKN6700,2009,PRETO,off road,vw,165323.84
RQZ1626,2021,LARANJA,off road,ford,150754.01
SIA2598,1992,PRETO,luxo,gwm,183058.73
YTB7157,2000,VERMELHO,standart,cherry,136021.93
ILJ9718,2016,VERMELHO,luxo,cherry,121273.83
ZUL7421,2007,BRANCO,standart,ford,74826.25
LLA0871,2008,VERDE,standart,fiat,117549.46
CSL8220,2016,VERDE,off road,gm,174990.17
SSI8710,1994,VERMELHO,standart,gm,144843.01
PAP7025,2006,VERMELHO,standart,vw,91782.43
ARZ9427,2006,BRANCO,off road,ford,141851.11
LGT6062,2019,LARANJA,luxo,fiat,164765.16
IGZ3111,1997,VERMELHO,luxo,vw,178001.25
YPK4462,2025,VERMELHO,off road,ford,119779.33
YOT6320,2002,VERDE,off road,fiat,209390.08
AED6435,2013,VERDE,off road,cherry,166346.46
REK1368,2021,AZUL,luxo,fiat,250580.76
WIG3213,1992,VERMELHO,luxo,ford,137968.38
KLQ7620,2005,VERDE,luxo,ford,181686.91
WOI4933,2012,AMARELO,luxo,vw,156695.69
JMZ5226,2016,VERMELHO,luxo,ford,178227.84
KGP9063,1991,PRETO,off road,fiat,136480.25
FFG4250,2014,BRANCO,luxo,ford,228654.56
XRG1151,1991,AMARELO,luxo,gm,146041.55
EEK7806,1997,VERMELHO,standart,fiat,86448.18
SAD0667,2005,PRETO,standart,fiat,145527.07
MZH7165,2001,VERMELHO,off road,cherry,160215.88
PAD9231,1991,AMARELO,luxo,fiat,161969.79
DQX9817,2016,PRETO,standart,gwm,124933.20
DIS2071,2022,VERDE,off road,ford,137773.91
DEM7289,1991,PRETO,standart,cherry,82527.61
ZHJ6693,2017,BRANCO,luxo,ford,184721.02
WDL2034,1992,VERMELHO,standart,fiat,109763.93
PQL2827,2005,PRETO,luxo,cherry,184050.30
NSB1663,2023,AZUL,standart,gm,116638.15
ZHG6995,2021,VERMELHO,luxo,cherry,137333.84
MCF7600,2024,BRANCO,standart,fiat,72098.51
TZM9947,2018,VERMELHO,standart,cherry,72722.27
WBZ7359,2021,AZUL,luxo,gm,147904.87
KAV4844,1992,VERMELHO,off road,cherry,182191.68
TUP4430,1994,BRANCO,off road,fiat,122055.12
XRV0538,2004,AMARELO,luxo,fiat,211265.93
GJA2157,2018,LARANJA,off road,gwm,166984.37
VCL2631,2019,AZUL,off road,vw,111847.74
PRA6680,2022,PRETO,standart,fiat,124999.05
XDY5345,2019,VERDE,standart,gm,108614.83
DYI4094,1998,BRANCO,off road,fiat,121700.28
KSL8188,1997,LARANJA,off road,gm,148222.60
FDA4412,1995,LARANJA,luxo,fiat,250284.20
ALN0648,1991,AMARELO,standart,ford,133468.10
DCT1913,1993,VERMELHO,luxo,gm,234810.03
BSD3395,2000,BRANCO,luxo,ford,172867.67
LUJ0044,2016,AZUL,standart,gwm,98305.43
MDZ6826,2010,BRANCO,standart,fiat,107295.64
MGN2856,2006,AZUL,luxo,gwm,158359.53
QGG0809,1996,LARANJA,off road,ford,140402.69
WJA6952,2024,PRETO,off road,cherry,127001.83
PQN5059,2014,AMARELO,luxo,gm,251050.32
WZU8118,2014,PRETO,standart,gm,82143.56
MVS6940,1990,LARANJA,standart,gwm,102923.46
HWX6806,2022,VERDE,standart,gwm,79285.80
ZTL3811,1996,BRANCO,off road,fiat,198849.71
FDJ4961,2000,AMARELO,standart,fiat,108666.17
NHB0892,2001,VERMELHO,standart,gwm,80502.58
MVK0492,2006,BRANCO,off road,ford,191335.16
FXY1514,1997,VERDE,off road,fiat,208301.32
INR6919,2003,BRANCO,luxo,cherry,141839.49
GAQ5161,2000,AZUL,standart,cherry,129091.13
DCI1186,2021,AMARELO,off road,fiat,170578.89
PWB7978,2020,AMARELO,standart,vw,134856.33
ACN9034,1995,VERMELHO,off road,ford,158622.79
NPI0713,1990,VERDE,standart,vw,140382.42
TRA7458,2008,VERMELHO,luxo,gm,196857.14
JDP9402,2014,AMARELO,standart,vw,75931.02
LUK7006,2015,BRANCO,standart,gm,94253.85
HHF5857,1992,VERMELHO,luxo,fiat,220355.32
ZVK3145,2009,VERDE,off road,ford,116627.15
WFC1983,2021,BRANCO,luxo,gm,167744.97
CUG0647,2002,VERDE,off road,fiat,144399.49
NML6200,1998,AMARELO,luxo,ford,250926.01
LVJ4181,2016,VERMELHO,standart,gwm,86936.76
FKH7586,2017,VERDE,luxo,ford,135214.29
UHU0685,2025,AZUL,luxo,cherry,121368.97
VOU8057,2006,VERDE,standart,cherry,90025.33
UIM4599,2003,LARANJA,standart,gwm,149301.12
TJZ8383,2017,VERDE,luxo,cherry,225598.44
WSF3673,1998,VERDE,off road,ford,160933.93
EJL6640,2023,BRANCO,off road,fiat,205197.26
CXG3104,2018,VERDE,off road,cherry,128341.67
WBU6530,2017,VERDE,standart,ford,120052.26
QXM0535,2007,LARANJA,luxo,gm,150020.26
KTV1674,2002,PRETO,standart,cherry,103791.86
PYG9781,1995,LARANJA,standart,gm,132001.86
AXA2441,2021,LARANJA,off road,fiat,138542.93
PYV7876,2007,AZUL,off road,ford,148331.08
UAX4998,2000,VERMELHO,luxo,ford,254971.65
TLY9436,2010,VERMELHO,off road,gwm,199554.16
YYX0582,2017,VERDE,standart,cherry,89144.09
CBR5118,2023,PRETO,luxo,ford,229268.17
MML1016,1997,BRANCO,luxo,vw,181623.38
WOD2670,1990,AMARELO,off road,gm,177899.52
LXV6204,1991,VERDE,off road,gm,178661.30
USN0697,2006,LARANJA,luxo,ford,236684.83
PWD5058,2010,VERMELHO,luxo,gwm,224212.62
MIM5460,1998,AZUL,luxo,gm,204081.64
ZZW8703,2004,VERMELHO,luxo,gm,223061.65
MYG8134,2025,VERDE,luxo,cherry,180723.96
YZA5482,1999,LARANJA,luxo,ford,233477.90
MFN7420,1992,PRETO,off road,cherry,132467.84
EYA3942,2022,BRANCO,standart,cherry,79105.95
DIU3915,2019,VERDE,standart,fiat,145122.98
NYR1977,2017,BRANCO,standart,gm,94999.40
GPE2564,2020,PRETO,luxo,vw,125622.95
ERM8890,2014,VERMELHO,off road,gm,200204.05
QWD0896,2009,AMARELO,luxo,gm,169392.37
SCZ6216,2009,VERMELHO,off road,ford,117263.59
EUX9227,2021,BRANCO,luxo,gm,186121.44
NYH6166,2015,AZUL,standart,vw,110719.07
HTX1709,1995,AMARELO,off road,gm,208450.34
UQV8899,2015,AMARELO,off road,cherry,147150.76
BIH2372,1991,VERMELHO,luxo,gm,142186.19
GHF1270,2005,VERDE,standart,gwm,89142.93
ZGN7055,2005,BRANCO,standart,fiat,119834.63
GHY1831,2020,AZUL,standart,gm,143859.04
KGD5972,2011,AZUL,standart,fiat,86130.20
DNC3562,1995,BRANCO,luxo,cherry,196394.72
QBF2225,1994,AMARELO,luxo,gm,195399.71
TEK4517,2011,AMARELO,luxo,fiat,213216.18
GNR9025,1993,VERDE,luxo,gwm,228080.50
MJT5185,1992,VERMELHO,luxo,fiat,121411.69
GMI1269,2020,AZUL,standart,gwm,74911.89
OTW7486,2015,VERDE,standart,gm,117537.59
OIU0162,2021,AMARELO,off road,cherry,172929.30
HTI4096,2017,VERDE,off road,fiat,198036.42
AFH7626,2017,BRANCO,luxo,vw,166540.11
NTR2279,2007,LARANJA,luxo,fiat,244126.76
HBW9427,2005,PRETO,standart,fiat,81264.75
IAS9498,2025,BRANCO,off road,vw,209432.81
NNZ9861,2003,BRANCO,off road,cherry,112938.49
EYT5188,2012,VERMELHO,off road,cherry,106809.69
JXB1312,2016,VERMELHO,luxo,ford,127876.92
OMS5640,2019,AMARELO,off road,fiat,109635.84
CCS8298,2016,LARANJA,standart,fiat,131310.23
DUG7006,2010,VERDE,off road,ford,202096.86
JLM7927,2006,AMARELO,luxo,cherry,208452.00
NRB3536,2007,AZUL,off road,gwm,128236.38
TND5106,1999,BRANCO,standart,gm,75251.64
GBI4815,2022,AZUL,off road,cherry,128965.44
AIN7400,2025,AZUL,luxo,gm,153156.29
MYW5663,2009,VERDE,luxo,gm,204979.43
BRW3300,2013,PRETO,standart,cherry,102849.36
KGW3458,2017,PRETO,off road,gm,196464.00
TZD4070,2010,LARANJA,standart,ford,129512.42
PWS9584,1992,AZUL,off road,fiat,183215.11
OXK3949,2019,PRETO,off road,fiat,117461.08
UTG7333,2003,VERMELHO,off road,ford,124116.77
CCG1029,1993,PRETO,off road,gwm,180396.26
KTV1108,2015,BRANCO,standart,ford,93771.90
MXQ2106,1994,AZUL,standart,gwm,128695.55
PND7832,2021,AMARELO,luxo,ford,160189.96
SEB7371,2011,AMARELO,off road,cherry,188425.78
LKO7002,2023,VERMELHO,standart,fiat,148704.04
CMW9226,1990,VERDE,off road,cherry,131903.88
UOK5421,2007,LARANJA,standart,vw,97403.38
RQI5328,2007,LARANJA,standart,vw,81862.56
MHF3702,1991,VERDE,off road,ford,101118.03
HFM9535,2021,LARANJA,off road,fiat,161095.63
XDW1384,2013,VERDE,off road,vw,202766.03
JDK2032,2019,BRANCO,off road,gm,183346.27
VJU7292,1998,LARANJA,standart,cherry,79397.34
HDE4923,2018,AMARELO,off road,gm,171095.03
QOZ0078,2010,BRANCO,standart,vw,101814.11
HMI6117,2020,BRANCO,off road,gm,186725.49
BKD2803,2020,VERMELHO,standart,gwm,96042.84
RXR0741,1999,VERMELHO,standart,gm,98619.89
CXW8167,2012,VERMELHO,luxo,ford,220738.92
SRK9376,2023,PRETO,standart,fiat,77976.74
GMF7300,2008,VERDE,luxo,vw,197169.03
VPT0099,2005,VERMELHO,standart,vw,109477.69
RBY0126,2013,PRETO,luxo,gwm,190510.13
FMK6111,2004,PRETO,off road,gwm,108716.69
LWL0426,2022,BRANCO,off road,ford,133105.61
CYF9983,2015,AZUL,off road,gwm,133750.84
DSL3997,2024,VERMELHO,standart,vw,138321.78
XMI9925,2015,VERDE,luxo,gm,253252.86
KRV5233,2019,LARANJA,off road,fiat,160166.88
IWZ8355,2002,VERMELHO,luxo,gm,190068.34
MDY6211,1996,AZUL,standart,gwm,93339.47
UUN8006,2025,PRETO,standart,gm,72196.28
MFO4681,2024,LARANJA,standart,fiat,107749.34
AOV3886,2018,VERMELHO,luxo,gm,220533.00
OGN1663,1999,LARANJA,luxo,fiat,145336.45
GDZ1066,2011,AMARELO,luxo,fiat,129732.44
GHZ2386,2022,VERDE,off road,gm,131508.18
BIG6591,2008,VERMELHO,luxo,gm,237182.39
THW9668,2000,VERDE,luxo,vw,187715.68
SDI9223,1991,VERMELHO,luxo,fiat,226789.67
WEZ5646,2020,PRETO,standart,cherry,102510.81
NHT2599,1994,VERDE,standart,fiat,90403.61
ENZ4709,2018,AMARELO,standart,gwm,82825.31
GND0409,2024,VERDE,off road,gwm,208648.54
IOB8724,1998,AMARELO,luxo,fiat,121741.30
BXZ4457,2009,AMARELO,luxo,cherry,254814.22
RPC5896,2010,VERDE,luxo,gm,189395.55
LGT7068,2022,AMARELO,luxo,gm,170059.53
YAW8905,2000,BRANCO,standart,vw,89735.96
YNO7851,1997,VERDE,standart,vw,129396.39
IFF4052,1996,BRANCO,standart,vw,116110.89
MTM0029,2007,PRETO,off road,ford,165759.02
AGG0694,2017,VERDE,standart,cherry,128570.87
TAI5603,2023,VERDE,luxo,ford,122241.62
QAX0228,2009,VERDE,off road,gm,102728.68
PUW9870,2014,VERDE,off road,fiat,181565.26
HIQ2583,2019,VERDE,luxo,cherry,190239.28
RZM0572,2022,LARANJA,standart,ford,88460.76
KJI0644,1993,PRETO,luxo,fiat,211462.77
GPY6913,2011,LARANJA,standart,fiat,126682.09
YKZ7576,2017,AMARELO,standart,cherry,106017.99
LBC3840,1998,VERMELHO,luxo,cherry,142330.39
HKT0225,2019,VERDE,standart,cherry,132781.77
UDH7273,2005,BRANCO,off road,gm,187205.62
OES0488,2008,BRANCO,standart,cherry,119858.20
FSA3246,2011,VERMELHO,off road,gwm,205725.06
PZQ9194,1996,AMARELO,luxo,gm,123323.38
LNM3102,2022,LARANJA,off road,vw,160293.42
DYH0343,2020,LARANJA,off road,vw,152197.35
SXH9827,2023,AZUL,luxo,cherry,175292.96
IMV8771,2007,PRETO,off road,gwm,144801.72
GVR7159,2010,BRANCO,off road,gwm,134122.62
VJF8745,1993,PRETO,off road,ford,116111.34
GPU6050,2023,VERMELHO,standart,cherry,100105.92
IFV7294,2024,VERDE,standart,cherry,110349.20
ZIQ1872,2020,AZUL,luxo,fiat,173342.01
GYN1874,2011,AZUL,standart,fiat,133733.36
BPB7134,1997,VERDE,luxo,gm,189066.64
SIJ3874,2019,AZUL,luxo,cherry,212211.18
AYO3283,2018,LARANJA,standart,gm,119547.61
NLF8857,1996,VERDE,standart,ford,140836.42
UQH9339,2025,VERDE,luxo,fiat,235222.25
FII9494,2013,BRANCO,luxo,gwm,222400.51
IVN6752,2005,AZUL,standart,gm,79078.02
XMV8887,2005,AMARELO,off road,vw,171306.98
SKE7443,2006,VERMELHO,luxo,gwm,254842.75
JYD5700,2007,PRETO,luxo,cherry,210335.83
FVC8327,1994,AMARELO,standart,fiat,110407.17
OII4391,2000,BRANCO,luxo,gwm,246452.49
FMX3212,2001,VERDE,standart,gwm,97874.65
VDV0343,2020,VERMELHO,off road,ford,196916.94
JGG5594,2002,PRETO,luxo,fiat,170838.23
RTQ0981,2003,PRETO,luxo,gwm,123906.03
ZGE1220,2014,LARANJA,standart,fiat,133104.60
EYZ8687,1999,AMARELO,off road,fiat,156292.09
STA7325,2023,VERMELHO,luxo,ford,233286.58
MWY9680,1995,AMARELO,luxo,ford,199193.11
CPG0424,1997,AMARELO,luxo,vw,157477.41
ZEG0058,2010,LARANJA,standart,vw,75544.46
PBQ3463,2012,AMARELO,off road,ford,112223.58
KUD9674,2014,AMARELO,off road,ford,156992.18
GNC0166,2006,VERDE,off road,gm,157226.84
XMD4762,2004,VERDE,off road,ford,113680.60
GGC0016,1995,PRETO,off road,fiat,194246.71
NTS5125,1993,LARANJA,off road,vw,186924.25
DTS7920,2001,LARANJA,luxo,ford,167504.74
LSU1076,2003,PRETO,off road,gwm,158577.63
BRB3923,2022,AMARELO,standart,fiat,81026.43
AEV0182,2022,VERMELHO,luxo,gm,210088.40
IHZ8265,2006,AMARELO,luxo,vw,232369.74
ENX3532,2018,VERDE,off road,cherry,173817.17
WRB9451,2018,BRANCO,off road,gwm,196498.11
EGH8211,2007,AMARELO,off road,cherry,113579.75
NAP7783,2005,AZUL,luxo,fiat,135303.26
EWQ2763,2008,BRANCO,luxo,fiat,131371.85
GXS5256,2018,BRANCO,standart,gm,75169.31
PKT6997,2000,BRANCO,luxo,gwm,254598.29
HNQ6193,1994,VERDE,off road,vw,207316.91
AAL4731,1990,AMARELO,standart,fiat,133753.29
IIA4793,1997,VERDE,off road,gwm,120981.81
JPG6792,2001,LARANJA,standart,vw,75726.53
DJZ2928,2013,BRANCO,off road,ford,149419.57
NGL0967,1997,AMARELO,standart,cherry,143622.64
OSX2064,1992,VERDE,off road,cherry,125505.92
IJE6904,1997,PRETO,standart,gm,86930.12
JFK3248,2003,LARANJA,off road,gm,183565.81
WVP4141,2001,VERMELHO,off road,gwm,104196.51
EWJ7458,2015,BRANCO,standart,ford,93477.80
FXV0180,1995,VERDE,luxo,vw,183206.37
QPC0973,2011,VERDE,standart,fiat,99373.45
IAU3933,2014,BRANCO,off road,ford,173688.75
BKQ5094,1992,LARANJA,luxo,ford,124773.92
ANF2428,1999,VERDE,off road,gwm,125486.33
JGL0424,2006,AMARELO,luxo,gm,202061.41
PSE4681,2002,AZUL,standart,cherry,141512.84
YMZ8227,2008,BRANCO,off road,gm,153562.74
OWU6132,2018,VERMELHO,standart,gwm,144974.85
NDA9809,2019,VERMELHO,luxo,fiat,204364.31
ZXH9733,2004,VERDE,luxo,cherry,234816.60
FLJ3556,2011,AZUL,off road,gm,168671.52
WGG8224,2018,AZUL,standart,ford,83135.08
NBU9820,1991,AZUL,off road,fiat,103964.97
IYA2054,2015,BRANCO,off road,gm,103412.66
SML6661,2011,VERDE,standart,fiat,145701.08
LEV1383,1994,LARANJA,standart,fiat,99062.63
CNG0238,2009,BRANCO,standart,cherry,93418.25
RNA0165,2009,AZUL,off road,fiat,205742.97
MYZ0709,2021,PRETO,luxo,vw,178495.89
DYZ5362,2008,PRETO,luxo,ford,138418.38
FZV4991,1998,VERMELHO,standart,vw,87727.22
EUD9290,2007,AZUL,standart,ford,102145.53
HGG1219,2007,VERDE,luxo,fiat,174117.53
TXF3740,2025,LARANJA,standart,ford,124493.79
EFG4551,2022,VERDE,off road,ford,107272.61
GON3506,2019,BRANCO,standart,gm,81762.91
IFG4467,1992,AMARELO,standart,ford,122979.80
EVQ9713,2002,AMARELO,off road,gwm,208100.19
DKV4546,2025,VERMELHO,luxo,fiat,120892.16
IDS0715,2008,PRETO,off road,gm,161856.25
ANQ7576,2014,PRETO,standart,fiat,80874.14
GXB2241,1998,AMARELO,off road,fiat,191874.73
LXI3646,1990,AZUL,luxo,gwm,130928.06
PHI1413,2019,AZUL,standart,gm,79651.39
AAH9145,2011,AMARELO,standart,gm,116565.10
WTC3803,2025,VERMELHO,luxo,gwm,241020.59
AVL6377,1991,BRANCO,luxo,fiat,252380.91
JJH8545,2002,BRANCO,standart,gwm,130234.43
BVD3022,2007,LARANJA,standart,ford,79517.82
BRI6564,2013,LARANJA,luxo,cherry,170117.31
FMT9861,1994,VERDE,off road,gwm,142536.87
OCV6467,1991,PRETO,standart,gwm,119716.24
EGO4626,2018,PRETO,standart,gwm,115784.34
LFL4752,2001,PRETO,luxo,cherry,191008.03
DQD4998,2025,LARANJA,luxo,gwm,142442.39
WCN3505,2025,BRANCO,luxo,gm,205576.38
XJA7792,2004,BRANCO,standart,gm,84327.05
JYY9973,2017,LARANJA,standart,gm,86084.57
SEK8064,2006,LARANJA,standart,fiat,113441.07
QYB5874,2015,AMARELO,standart,vw,132129.15
PGB4663,2019,PRETO,off road,cherry,102561.81
YZA1245,2006,AZUL,off road,ford,147073.77
RHZ4475,2008,PRETO,off road,cherry,148781.72
YSF3010,2002,AZUL,off road,gwm,141006.79
XFR6663,1991,VERDE,off road,cherry,191711.56
DKJ3521,2000,PRETO,standart,vw,101800.48
EOD5745,2007,PRETO,off road,cherry,195672.39
QZX0714,2010,VERDE,luxo,vw,124250.09
CBG9476,2002,VERMELHO,luxo,cherry,216110.53
WXD3296,1991,AZUL,standart,cherry,110915.83
MQC5292,2015,AMARELO,off road,cherry,102292.62
CJH7034,1997,PRETO,standart,gwm,149678.08
WSP5520,2020,AMARELO,off road,ford,204644.54
WRB1288,2024,LARANJA,luxo,gwm,142958.13
SDV1210,2018,VERMELHO,luxo,vw,152373.96
BPG2129,2023,BRANCO,off road,gwm,165790.73
IDW1826,2016,VERDE,luxo,vw,250746.70
ZGL0137,2017,PRETO,standart,fiat,73126.39
SSH4585,1992,VERMELHO,off road,fiat,126215.29
VGY4448,1996,PRETO,luxo,vw,197876.98
GMF4131,2008,AZUL,off road,gwm,151603.68
KRR6999,2021,VERMELHO,luxo,cherry,161373.06
AEG7597,2014,PRETO,off road,gm,173692.97
BDZ7965,2004,LARANJA,luxo,gwm,184725.09
MOG4381,2012,PRETO,luxo,vw,139056.14
FED2054,1999,AZUL,off road,gwm,144235.76
ACY2775,1991,BRANCO,luxo,fiat,223528.86
EZZ9083,1997,VERMELHO,standart,ford,94862.53
EEG4636,1991,VERMELHO,off road,gm,197655.34
MCE4573,2023,AMARELO,standart,gm,122962.47
NRJ5774,2008,AZUL,luxo,cherry,226854.41
AHP2948,2023,BRANCO,off road,vw,165757.95
RJA3838,2008,LARANJA,standart,cherry,74221.75
WII3222,2013,AZUL,off road,ford,173968.30
XPX5127,1993,BRANCO,off road,cherry,191448.10
TUR0929,2014,AMARELO,standart,fiat,79494.20
UGM6789,2022,VERMELHO,off road,fiat,109166.31
ZAX2073,2011,AZUL,off road,cherry,167584.28
KGI9054,2021,VERMELHO,luxo,gm,154564.48
VVI1118,2008,BRANCO,luxo,gwm,208644.38
MVV3329,1996,LARANJA,off road,cherry,104596.63
PTU4118,1991,LARANJA,off road,ford,144013.89
